Student_ID,Semester,GPA,Attendance_per_Subject,Quiz_Score,Assignment_Completion,LMS_Activity,Weekly_Study_Hour,Social_Interaction_Score,Achievement_Points,Internship_Points,Financial_Support_Score,Scholarship_Status,Risk_Label
STU_12976,3,2.96,73.67,30,85.11,46,10.9,6,0,0,95,0,0
STU_12977,7,3.18,62.36,43,85.64,87,2.2,41,0,0,41,0,1
STU_12978,8,3.46,82.01,41,85.81,43,11.2,62,0,20,58,1,0
STU_12979,1,03.01,81.6,98,88.69,43,9.6,91,0,20,56,1,0
STU_12980,1,3.1,57.04,61,84.45,89,7.6,56,15,20,42,0,0
STU_12981,4,3.58,59.99,98,91.26,58,13.5,10,0,0,35,0,1
STU_12982,5,3.38,88.65,89,71.96,70,6.2,14,0,0,60,0,0
STU_12983,2,3.47,64.48,98,86.54,38,14.9,5,0,0,88,0,0
STU_12984,7,2.93,91.35,60,86.02,80,8.6,87,50,0,69,0,0
STU_12985,6,3.58,90.13,80,98.8,43,17.2,60,0,0,63,0,0
STU_12986,7,03.04,75.05,83,82.89,77,17.3,37,50,0,41,1,0
STU_12987,1,3.59,77.97,75,89.99,56,19.7,7,15,30,44,0,0
STU_12988,1,3.42,95.02,75,89.4,45,14.2,46,30,30,59,1,0
STU_12989,4,2.53,76.23,42,92.1,51,2.1,33,0,20,86,0,0
STU_12990,5,3.56,76.11,80,88.74,15,12.4,0,0,20,61,0,0
STU_12991,5,3.47,87.37,31,72.27,44,1.6,93,0,0,62,0,0
STU_12992,4,03.08,79.61,43,74.42,38,12.8,9,15,0,93,0,0
STU_12993,8,3.26,58.87,66,68.39,61,18.5,29,15,40,51,0,0
STU_12994,7,3.2,70.69,44,91.48,31,10.7,43,0,0,74,0,0
STU_12995,1,2.69,62.11,78,72.24,87,18.1,61,15,30,62,0,0
STU_12996,7,2.7,68.73,59,85.76,45,1.3,61,15,0,59,1,1
STU_12997,7,3.92,65.72,75,86.91,53,17.2,37,0,0,83,0,0
STU_12998,2,3.65,96.49,50,85.07,93,7.3,86,15,30,74,1,0
STU_12999,1,3.46,63.43,51,80.35,69,11.0,93,30,20,85,1,1
STU_13000,5,3.81,78.35,67,89.29,14,12.7,18,0,30,50,0,0
STU_13001,6,3.42,74.38,73,85.39,89,9.1,14,0,30,72,0,0
STU_13002,7,3.1,97.87,100,96.95,86,7.2,43,15,0,77,0,0
STU_13003,1,3.69,86.23,40,85.07,26,9.0,70,15,0,79,0,0
STU_13004,7,3.57,78.64,60,87.5,57,3.5,35,0,0,56,0,0
STU_13005,2,3.46,73.42,79,95.98,21,9.3,32,0,0,95,0,0
STU_13006,8,3.53,53.14,33,76.71,12,10.0,2,0,20,45,1,1
STU_13007,3,3.1,88.1,47,84.67,72,15.7,49,15,0,32,0,1
STU_13008,1,3.64,89.25,32,93.67,45,11.8,42,0,0,43,0,0
STU_13009,4,3.7,88.78,47,88.3,43,3.9,24,0,0,69,0,0
STU_13010,3,03.01,97.39,42,93.49,63,5.3,70,0,20,53,0,0
STU_13011,7,2.5,92.62,97,81.67,44,5.5,80,0,20,72,0,0
STU_13012,4,2.96,93.26,49,74.77,88,4.0,92,0,20,73,0,0
STU_13013,4,3.78,95.54,100,95.44,30,2.7,67,0,30,44,0,0
STU_13014,4,3.82,82.11,47,93.04,43,13.2,54,15,0,96,0,0
STU_13015,1,3.45,87.2,35,97.64,95,14.4,46,50,30,99,0,0
STU_13016,5,3.67,75.41,47,80.39,23,2.8,14,0,0,60,1,0
STU_13017,7,3.15,87.25,31,98.11,92,6.6,43,0,20,47,0,0
STU_13018,3,2.71,89.29,92,96.18,93,17.8,50,30,0,78,1,0
STU_13019,2,03.01,81.68,48,93.93,38,15.4,58,0,20,71,0,0
STU_13020,5,03.05,82.38,92,90.43,89,2.9,31,15,0,46,1,0
STU_13021,7,3.45,82.04,31,90.67,87,15.3,32,0,0,44,0,0
STU_13022,8,3.83,84.54,68,89.26,27,3.9,75,0,0,79,0,0
STU_13023,8,3.99,79.38,70,95.99,97,3.5,82,50,0,68,0,0
STU_13024,1,3.57,51.7,34,88.87,13,19.0,54,15,30,87,0,1
STU_13025,4,3.6,79.17,86,73.71,40,19.5,47,50,40,81,0,0
STU_13026,2,2.81,92.07,96,98.31,86,6.1,24,0,40,44,0,0
STU_13027,7,3.38,88.4,98,91.5,62,14.0,17,0,0,89,1,0
STU_13028,3,3.6,91.26,81,92.1,51,13.4,16,15,20,40,0,0
STU_13029,7,3.38,80.9,37,89.62,99,7.7,95,15,0,71,0,0
STU_13030,5,3.87,94.37,77,85.66,14,15.8,43,30,0,79,1,0
STU_13031,8,3.52,79.34,42,84.41,69,8.6,30,0,0,63,1,0
STU_13032,6,3.13,73.7,65,78.65,38,5.1,100,0,0,85,0,0
STU_13033,5,3.2,66.46,91,88.54,48,13.6,80,0,0,84,0,0
STU_13034,7,3.69,93.5,34,85.93,66,14.5,77,15,0,51,0,0
STU_13035,2,3.31,97.63,49,82.86,63,7.1,76,15,20,92,0,0
STU_13036,7,2.65,51.98,88,77.89,20,19.4,28,0,0,57,0,0
STU_13037,7,3.1,73.32,33,72.64,66,6.3,21,0,0,99,1,0
STU_13038,1,3.94,88.38,60,67.3,52,10.5,24,15,20,47,0,0
STU_13039,3,3.98,98.23,63,80.15,82,2.0,91,0,0,36,0,1
STU_13040,2,3.59,71.94,82,72.34,94,6.8,50,30,40,41,0,0
STU_13041,7,3.56,94.1,45,91.51,30,11.5,14,0,20,67,0,0
STU_13042,4,03.05,73.49,32,82.27,29,16.2,50,50,0,48,0,0
STU_13043,3,3.39,80.04,43,79.39,32,6.0,33,0,0,97,0,0
STU_13044,5,3.3,62.33,95,87.44,93,4.2,49,30,20,77,0,0
STU_13045,2,3.36,85.67,73,96.57,20,18.7,36,15,20,51,0,0
STU_13046,5,3.35,66.1,66,96.56,24,3.1,23,0,20,33,1,0
STU_13047,8,3.31,70.15,30,88.91,72,13.5,86,30,0,47,0,0
STU_13048,7,2.65,67.08,99,84.21,25,10.2,73,30,0,88,0,0
STU_13049,5,3.17,84.11,49,90.19,43,12.3,5,0,0,66,1,0
STU_13050,5,3.15,92.6,54,67.16,11,11.8,19,0,30,56,0,0
STU_13051,1,03.08,69.38,95,90.23,25,17.1,4,0,0,62,1,0
STU_13052,5,2.87,98.13,35,95.86,75,16.5,21,15,0,58,0,0
STU_13053,4,3.13,80.33,84,75.96,44,17.6,77,0,0,47,1,0
STU_13054,4,3.74,97.72,47,76.58,81,7.8,78,0,0,82,0,0
STU_13055,3,3.1,51.08,73,88.55,95,10.5,82,15,0,59,1,0
STU_13056,7,3.58,84.38,68,97.79,18,3.0,66,0,20,82,1,0
STU_13057,6,03.09,71.72,35,84.97,13,19.6,52,0,30,41,1,0
STU_13058,8,2.28,94.01,58,76.66,54,17.2,70,0,0,77,0,1
STU_13059,5,3.37,95.96,67,78.4,78,6.2,67,0,30,94,0,0
STU_13060,5,3.88,96.16,62,65.74,53,13.9,12,0,0,97,0,0
STU_13061,2,3.24,87.46,67,90.93,67,19.6,3,0,30,31,1,0
STU_13062,1,3.43,86.95,57,81.11,62,11.4,85,50,30,34,0,1
STU_13063,6,3.13,91.25,35,94.31,71,6.9,34,15,20,86,0,0
STU_13064,3,3.46,90.2,32,60.03,56,1.7,36,0,0,63,0,0
STU_13065,8,3.43,64.72,99,93.97,79,7.7,62,0,0,87,0,0
STU_13066,6,3.48,92.27,36,79.46,88,4.7,32,15,20,91,1,0
STU_13067,5,3.1,83.53,83,89.22,29,2.7,63,0,20,35,0,1
STU_13068,2,3.79,83.5,65,82.61,86,2.0,5,30,0,46,0,0
STU_13069,7,3.11,91.53,43,78.72,24,11.9,91,0,0,94,0,0
STU_13070,1,03.05,74.59,64,87.85,44,1.6,84,50,40,47,1,0
STU_13071,7,2.88,97.74,66,89.43,62,12.6,80,0,30,50,1,0
STU_13072,3,3.1,88.9,74,98.95,41,7.2,21,15,0,63,0,0
STU_13073,6,3.0,67.2,95,91.16,63,6.8,45,50,40,58,0,0
STU_13074,3,3.92,79.8,99,96.08,84,9.3,70,30,0,62,1,0
STU_13075,5,3.62,48.87,41,88.96,73,9.9,92,0,0,79,0,1
STU_13076,3,2.86,97.62,37,96.35,90,6.3,17,0,0,32,0,1
STU_13077,7,3.5,66.38,41,90.44,14,1.5,12,0,0,80,1,1
STU_13078,2,3.49,94.34,45,98.4,14,7.4,18,50,0,46,0,0
STU_13079,3,3.81,78.01,40,91.13,92,9.7,62,0,20,32,0,1
STU_13080,4,3.35,48.1,70,92.86,40,10.1,60,0,0,62,0,0
STU_13081,2,3.78,88.8,57,84.03,11,14.3,57,0,0,48,1,0
STU_13082,6,03.05,54.14,98,89.81,85,15.9,6,0,0,88,1,0
STU_13083,1,3.43,81.39,38,79.06,98,18.4,35,50,20,86,0,0
STU_13084,1,2.98,59.23,81,86.79,92,11.7,98,30,30,37,1,0
STU_13085,5,3.53,83.65,98,86.73,75,4.4,92,15,0,55,0,0
STU_13086,5,2.75,71.43,70,86.14,10,4.9,0,0,0,40,0,0
STU_13087,4,2.67,91.66,77,77.33,59,7.0,97,30,40,76,0,0
STU_13088,6,3.27,94.13,46,93.18,54,7.1,2,0,20,47,1,0
STU_13089,7,3.63,66.43,72,79.05,80,9.5,37,30,20,33,0,1
STU_13090,1,3.54,99.5,52,85.03,34,5.6,77,30,0,52,0,0
STU_13091,1,3.52,67.21,31,88.28,13,3.7,31,50,30,96,0,0
STU_13092,1,2.7,64.24,83,65.36,78,8.9,18,0,0,71,1,0
STU_13093,7,3.41,92.07,45,91.55,56,6.8,25,15,0,90,1,0
STU_13094,1,03.08,69.69,53,93.96,78,3.4,62,0,40,97,0,0
STU_13095,3,3.75,83.58,70,90.66,100,18.5,83,0,20,51,0,0
STU_13096,6,3.7,70.09,84,94.71,93,15.6,12,0,20,92,0,0
STU_13097,2,3.38,96.27,60,95.39,62,4.0,55,30,0,97,0,0
STU_13098,2,3.81,73.29,92,84.22,48,3.1,94,30,40,53,0,0
STU_13099,4,3.68,84.6,95,91.0,40,2.4,75,0,40,75,0,0
STU_13100,3,3.63,90.14,43,88.7,60,3.6,69,0,20,93,0,0
STU_13101,1,3.36,92.17,30,93.58,38,16.7,100,0,0,30,0,1
STU_13102,1,03.02,55.38,49,65.11,69,19.5,12,0,0,48,0,1
STU_13103,5,3.47,85.89,72,92.43,78,3.3,83,15,0,57,0,0
STU_13104,5,3.69,74.67,34,97.18,21,8.0,100,50,0,58,1,0
STU_13105,4,3.79,93.91,94,84.37,66,9.8,60,0,20,46,0,0
STU_13106,1,3.45,93.81,47,83.93,97,14.8,39,0,0,32,1,0
STU_13107,4,3.42,79.06,89,79.89,82,1.7,49,15,40,92,0,0
STU_13108,3,3.54,77.8,82,81.58,95,3.9,29,0,30,90,0,0
STU_13109,2,3.8,92.11,93,96.26,82,7.3,25,15,0,78,0,0
STU_13110,1,3.72,89.94,85,78.15,10,17.5,84,0,0,99,0,0
STU_13111,6,03.01,76.9,43,67.18,80,14.3,18,50,20,97,0,0
STU_13112,7,3.41,96.05,35,93.68,100,3.6,89,15,30,63,0,0
STU_13113,3,3.36,75.95,54,84.93,93,3.7,38,0,0,54,0,0
STU_13114,1,3.92,65.46,47,86.3,44,19.9,17,0,20,98,1,1
STU_13115,7,3.13,71.92,64,72.28,57,6.7,14,15,40,81,0,0
STU_13116,6,03.02,70.54,64,79.04,33,15.6,1,0,0,51,0,0
STU_13117,5,2.79,61.53,33,73.27,56,7.1,74,0,0,56,1,1
STU_13118,4,3.63,67.5,55,94.38,31,1.5,29,50,20,41,1,0
STU_13119,5,3.61,82.02,62,98.28,97,9.3,44,15,0,83,1,0
STU_13120,2,3.26,90.59,59,82.74,64,17.3,22,30,20,70,1,0
STU_13121,5,3.44,85.98,67,65.06,50,4.3,47,0,0,48,0,0
STU_13122,1,3.65,71.57,55,88.82,48,6.6,24,0,40,96,0,0
STU_13123,6,2.8,77.93,35,93.01,97,10.1,20,0,0,54,1,0
STU_13124,5,3.62,70.29,74,98.12,68,13.0,90,0,0,75,0,0
STU_13125,1,3.98,86.37,65,91.54,35,9.1,37,0,20,74,0,0
STU_13126,2,2.91,94.02,37,85.73,58,15.1,30,30,30,66,0,0
STU_13127,7,3.84,54.14,50,94.63,99,12.8,95,0,0,37,1,1
STU_13128,6,3.26,74.13,37,84.84,23,13.5,65,15,30,37,0,1
STU_13129,5,3.58,78.46,95,83.99,49,4.9,23,0,0,48,0,0
STU_13130,4,2.86,57.25,43,82.33,60,19.1,3,15,30,57,0,1
STU_13131,4,2.65,72.3,41,87.98,55,14.1,31,15,0,42,0,0
STU_13132,6,3.39,48.61,94,85.75,35,3.8,6,50,0,82,1,0
STU_13133,4,3.71,82.81,47,69.61,27,16.7,59,30,0,99,0,0
STU_13134,5,3.17,71.98,47,91.76,99,18.2,60,0,40,65,0,0
STU_13135,5,3.27,96.23,40,95.22,24,19.6,71,0,0,94,0,0
STU_13136,6,03.06,91.14,72,79.98,32,6.0,98,15,0,84,1,0
STU_13137,5,3.25,98.56,37,68.68,52,3.2,30,0,0,85,0,0
STU_13138,7,3.19,78.25,84,94.21,82,16.0,29,0,0,43,0,0
STU_13139,1,3.81,77.47,33,91.59,95,18.4,97,0,0,56,0,0
STU_13140,2,3.13,63.33,74,82.56,43,3.2,97,0,0,92,0,0
STU_13141,7,3.49,95.02,97,99.14,30,12.5,87,15,0,45,0,0
STU_13142,7,3.66,86.14,41,94.6,66,9.9,34,30,0,56,0,0
STU_13143,4,3.44,87.13,52,75.0,82,19.4,61,0,20,44,0,0
STU_13144,1,3.61,58.07,100,74.42,78,17.7,15,0,0,95,0,0
STU_13145,6,3.4,84.3,78,72.36,20,5.9,30,50,0,99,1,0
STU_13146,8,3.71,94.79,81,79.46,56,15.3,2,0,0,68,0,0
STU_13147,4,3.4,91.03,74,99.2,52,9.2,76,0,0,67,1,0
STU_13148,1,3.28,86.37,76,91.16,67,12.7,29,0,0,96,0,0
STU_13149,5,3.71,91.67,67,90.79,68,4.7,71,30,0,87,0,0
STU_13150,6,3.17,79.7,52,85.95,60,7.2,30,15,20,66,0,0
STU_13151,8,3.16,71.32,56,80.25,11,6.3,91,0,30,53,0,0
STU_13152,6,3.4,98.85,59,84.4,64,11.1,25,0,20,71,1,0
STU_13153,8,2.78,75.65,53,91.06,87,5.3,53,0,20,38,0,1
STU_13154,8,3.97,85.14,78,66.79,96,14.8,47,0,0,69,0,0
STU_13155,4,3.4,74.4,91,68.79,10,11.6,62,0,30,36,0,1
STU_13156,5,2.95,76.33,76,78.33,41,4.2,12,15,0,70,1,0
STU_13157,4,3.29,78.96,54,82.2,36,2.2,50,15,0,97,1,0
STU_13158,8,3.55,76.36,56,97.93,14,2.7,22,0,20,87,1,0
STU_13159,8,3.54,92.21,40,84.65,52,7.5,90,0,0,82,0,0
STU_13160,3,3.44,82.11,46,86.72,65,10.8,31,15,20,83,0,0
STU_13161,1,03.06,58.41,43,98.73,56,17.4,89,50,0,93,1,0
STU_13162,3,2.86,75.82,79,94.3,17,14.2,48,30,0,45,0,0
STU_13163,1,3.55,92.63,68,90.31,45,11.9,72,15,0,75,0,0
STU_13164,2,3.56,60.21,38,90.23,76,7.8,48,15,0,62,1,1
STU_13165,7,3.62,78.16,88,82.17,29,3.0,32,15,0,47,1,0
STU_13166,6,3.54,97.18,99,72.27,89,14.8,4,30,0,66,0,0
STU_13167,4,3.57,93.28,75,78.7,44,2.1,38,30,0,91,0,0
STU_13168,2,3.93,83.85,51,80.44,27,1.2,66,50,0,78,0,0
STU_13169,2,2.98,81.01,68,82.19,57,8.3,41,30,20,65,1,0
STU_13170,6,3.55,75.58,35,95.79,16,3.6,77,0,0,44,0,0
STU_13171,6,3.14,94.39,61,85.1,77,6.2,20,0,40,35,0,1
STU_13172,1,3.27,77.91,96,92.94,11,12.9,58,0,0,93,0,0
STU_13173,3,2.82,84.58,90,76.32,82,2.3,28,0,0,85,0,0
STU_13174,5,3.28,78.33,39,93.05,63,18.6,44,0,0,35,0,1
STU_13175,1,2.92,81.04,82,82.15,82,19.0,16,0,0,64,0,0
STU_13176,5,3.25,85.43,92,71.7,36,18.6,61,0,0,47,1,0
STU_13177,2,2.96,93.88,74,76.67,80,2.3,30,15,30,95,0,0
STU_13178,5,2.61,87.44,72,75.33,76,13.8,81,30,0,85,1,0
STU_13179,3,3.74,63.22,62,85.57,34,12.8,41,50,30,89,0,0
STU_13180,1,3.39,91.68,89,95.77,55,6.0,42,0,40,82,1,0
STU_13181,8,2.4,96.77,41,97.51,17,18.7,33,50,0,47,0,1
STU_13182,6,3.25,63.93,53,92.01,11,10.5,32,0,0,43,0,1
STU_13183,8,3.67,80.78,67,96.43,77,20.0,11,0,30,98,1,0
STU_13184,3,3.61,78.14,100,95.07,85,18.7,73,0,0,75,0,0
STU_13185,7,3.6,80.03,32,99.12,17,17.7,9,0,40,39,0,1
STU_13186,3,3.45,91.82,97,88.03,30,18.3,86,0,0,95,1,0
STU_13187,7,3.61,94.57,69,76.47,87,17.8,40,0,0,43,0,0
STU_13188,1,3.64,88.7,84,85.05,69,13.2,56,30,0,41,1,0
STU_13189,6,3.48,88.26,53,92.72,40,15.6,25,15,0,88,0,0
STU_13190,3,3.21,82.62,73,74.44,13,10.7,61,0,40,66,1,0
STU_13191,8,3.73,68.58,48,96.88,70,8.7,92,15,0,58,0,1
STU_13192,7,3.32,88.87,81,90.83,29,7.3,90,0,20,81,0,0
STU_13193,6,3.72,70.99,86,99.04,98,14.2,8,0,30,47,0,0
STU_13194,4,3.65,79.92,86,92.26,73,3.3,23,0,30,70,0,0
STU_13195,4,3.31,94.8,41,88.74,74,11.5,38,0,0,91,0,0
STU_13196,4,3.1,78.49,48,81.6,15,13.6,19,15,0,76,0,0
STU_13197,5,3.19,79.18,37,90.18,56,17.7,15,0,0,98,1,0
STU_13198,3,3.53,71.01,66,78.06,73,3.8,20,50,0,46,0,0
STU_13199,1,3.16,75.89,96,89.17,83,19.1,57,0,20,34,0,1
STU_13200,8,3.45,97.19,69,93.56,85,15.6,11,0,20,44,0,0
STU_13201,1,2.71,95.41,85,70.67,68,19.5,56,15,0,73,1,0
STU_13202,5,3.59,67.57,99,85.96,33,5.6,13,15,30,36,1,0
STU_13203,1,3.77,73.2,32,79.82,90,17.1,1,0,20,33,0,1
STU_13204,7,3.6,83.88,72,89.53,77,2.4,31,15,0,74,1,0
STU_13205,4,3.17,99.63,69,85.13,12,11.4,88,0,40,47,0,0
STU_13206,8,3.24,96.77,70,80.32,92,13.2,71,30,0,34,1,0
STU_13207,3,03.01,97.32,86,92.76,96,17.9,90,0,30,96,1,0
STU_13208,1,2.98,87.73,53,99.5,58,12.0,40,0,30,75,0,0
STU_13209,1,3.59,58.37,66,82.7,73,9.3,31,0,0,81,0,0
STU_13210,2,3.53,86.43,66,94.29,38,6.8,8,0,0,82,0,0
STU_13211,2,3.92,61.17,84,77.44,48,6.1,25,0,0,64,0,0
STU_13212,2,3.41,98.6,39,88.56,77,15.3,32,0,0,65,0,0
STU_13213,3,2.95,89.74,67,78.16,63,3.9,69,50,0,81,1,0
STU_13214,4,3.92,63.89,36,79.72,20,13.8,12,0,40,96,0,0
STU_13215,6,3.1,69.6,68,84.77,83,3.5,56,30,0,74,0,0
STU_13216,4,3.72,86.51,50,93.32,56,1.4,36,30,20,49,1,0
STU_13217,8,3.78,82.25,93,76.42,74,17.3,86,15,30,40,0,0
STU_13218,4,3.85,60.4,92,84.54,48,11.0,82,50,0,32,0,1
STU_13219,3,3.87,55.05,44,97.68,16,5.7,71,15,30,93,0,1
STU_13220,7,03.09,78.11,62,95.95,86,9.0,71,50,40,48,0,0
STU_13221,7,3.3,76.88,35,87.95,56,18.8,65,0,20,56,0,0
STU_13222,3,3.46,81.33,62,68.16,88,11.3,57,0,0,84,0,0
STU_13223,2,3.47,80.24,86,73.51,73,4.4,76,0,0,57,1,0
STU_13224,1,3.58,74.28,83,77.52,41,3.3,99,0,40,92,0,0
STU_13225,5,3.53,48.5,76,96.11,44,15.6,50,30,0,71,0,0
STU_13226,5,3.63,99.15,96,96.56,15,9.3,48,30,0,84,0,0
STU_13227,6,3.58,93.17,61,70.54,85,9.1,63,30,0,45,0,0
STU_13228,1,3.4,77.46,77,77.71,87,1.3,37,50,0,54,0,0
STU_13229,6,3.61,88.19,56,91.21,23,15.2,75,15,0,75,1,0
STU_13230,2,2.6,78.14,40,87.11,54,1.0,96,0,30,62,0,0
STU_13231,6,3.6,94.12,93,99.0,79,7.4,71,0,0,71,1,0
STU_13232,1,3.34,92.04,65,74.77,11,19.9,23,0,0,38,0,1
STU_13233,8,3.12,85.88,83,80.25,86,3.9,11,0,0,45,1,0
STU_13234,1,3.49,91.37,82,89.04,68,3.9,44,0,0,38,1,0
STU_13235,5,3.3,88.26,78,96.11,77,5.4,24,0,0,60,0,0
STU_13236,7,2.99,74.23,90,90.92,80,5.3,39,0,0,61,1,0
STU_13237,2,3.9,64.08,34,97.26,77,18.1,75,0,20,76,0,1
STU_13238,8,2.97,81.75,34,81.61,43,19.1,13,0,0,79,0,0
STU_13239,3,3.69,58.72,34,77.76,26,1.7,76,0,20,90,0,1
STU_13240,8,2.46,93.26,87,65.34,72,18.9,19,0,20,78,0,1
STU_13241,8,3.86,94.09,75,73.34,96,12.0,37,0,30,78,1,0
STU_13242,6,3.21,82.55,83,82.59,26,5.3,59,0,0,100,0,0
STU_13243,5,2.49,94.61,48,74.13,59,2.8,90,0,20,59,0,1
STU_13244,6,3.12,88.86,46,88.39,75,3.2,99,0,30,72,1,0
STU_13245,6,3.63,76.34,36,84.54,56,9.3,98,0,0,86,0,0
STU_13246,3,3.23,63.47,43,82.77,66,16.2,31,0,40,58,0,0
STU_13247,2,03.07,89.35,46,83.46,41,6.0,65,15,0,49,0,0
STU_13248,1,3.16,87.15,57,79.34,80,16.5,81,0,0,46,0,0
STU_13249,4,3.12,95.55,72,83.89,60,17.0,9,0,0,86,0,0
STU_13250,6,3.47,87.64,99,95.74,98,4.7,52,0,0,83,0,0
STU_13251,4,3.23,63.65,79,81.34,49,8.7,8,0,20,100,1,0
STU_13252,2,3.6,62.21,57,92.63,79,16.1,78,0,0,87,1,1
STU_13253,4,3.55,88.15,39,94.09,80,4.2,63,0,0,81,0,0
STU_13254,6,2.63,99.03,45,86.26,53,3.4,99,50,30,82,1,0
STU_13255,3,2.78,88.71,76,93.74,93,11.9,43,0,0,66,0,0
STU_13256,4,3.46,72.7,51,94.33,39,16.2,69,15,30,80,0,0
STU_13257,2,3.91,84.41,39,87.28,88,7.4,78,0,0,51,0,0
STU_13258,2,3.64,57.75,71,80.32,83,9.2,47,15,20,51,0,0
STU_13259,7,3.0,97.67,58,69.58,31,6.7,10,0,40,80,1,0
STU_13260,7,3.16,68.44,58,83.68,56,13.1,18,50,0,80,0,0
STU_13261,3,3.29,81.71,97,75.0,35,19.8,98,15,30,74,0,0
STU_13262,4,3.45,81.19,74,68.55,21,9.8,80,0,20,70,0,0
STU_13263,4,3.28,93.41,99,82.97,94,15.8,94,0,20,71,1,0
STU_13264,7,3.57,68.44,91,74.13,21,10.2,63,0,0,91,0,0
STU_13265,1,03.08,68.08,72,74.39,24,8.1,18,0,0,57,1,0
STU_13266,5,3.79,97.73,36,64.92,57,8.6,20,0,20,94,0,0
STU_13267,2,3.5,70.69,88,75.55,14,2.9,33,0,30,89,0,0
STU_13268,1,3.37,55.36,69,93.5,92,6.6,59,30,0,54,0,0
STU_13269,2,3.41,69.92,56,89.96,50,14.2,5,0,0,54,1,1
STU_13270,8,3.24,77.21,59,91.36,89,1.8,60,30,0,86,1,0
STU_13271,8,3.58,75.32,86,73.42,20,3.3,0,0,0,63,0,0
STU_13272,1,2.97,92.61,93,94.33,15,3.9,83,15,0,35,1,0
STU_13273,8,3.16,76.08,56,93.7,43,19.6,36,0,0,40,0,0
STU_13274,7,2.86,76.02,77,80.09,30,11.9,56,50,30,86,1,0
STU_13275,7,3.47,84.31,46,93.43,58,12.6,70,0,20,95,0,0
STU_13276,5,3.87,76.2,37,82.05,71,3.6,62,15,40,44,0,0
STU_13277,1,3.46,81.79,43,92.17,54,13.5,25,15,0,75,0,0
STU_13278,2,3.38,92.05,56,86.15,79,11.3,48,15,0,84,0,0
STU_13279,4,3.14,49.83,57,86.58,32,16.3,82,0,0,73,0,1
STU_13280,2,3.43,82.94,59,99.49,94,15.8,73,50,30,53,0,0
STU_13281,6,3.6,94.44,38,97.4,95,4.4,15,0,0,94,1,0
STU_13282,7,2.44,84.5,40,77.64,90,1.1,35,0,40,77,0,1
STU_13283,3,3.45,88.09,45,90.89,61,13.4,59,30,0,51,0,0
STU_13284,3,3.94,90.0,50,80.98,61,17.9,10,15,30,98,1,0
STU_13285,7,3.17,73.39,67,92.75,85,6.7,75,50,0,70,0,0
STU_13286,6,2.57,77.42,82,85.43,38,8.0,49,0,40,47,0,0
STU_13287,3,2.79,73.65,95,92.74,39,10.5,55,15,20,39,0,1
STU_13288,8,3.26,70.51,42,92.72,97,5.0,0,15,0,46,1,0
STU_13289,7,3.64,90.86,88,95.44,87,6.0,6,0,30,49,1,0
STU_13290,3,2.9,72.43,80,82.74,62,15.0,71,0,0,92,1,0
STU_13291,7,3.38,78.98,48,85.27,29,8.2,75,30,0,95,0,0
STU_13292,5,3.26,75.14,62,90.24,51,16.7,63,0,20,91,0,0
STU_13293,4,3.21,73.73,67,91.01,88,11.0,22,0,20,51,0,0
STU_13294,4,3.61,68.52,55,94.21,48,12.8,50,30,20,83,0,1
STU_13295,2,3.57,65.19,55,98.93,37,6.3,35,50,0,95,1,0
STU_13296,6,3.68,97.37,33,94.93,50,6.9,25,0,0,97,1,0
STU_13297,7,3.4,84.68,33,70.58,80,19.0,75,15,20,42,1,0
STU_13298,1,3.24,79.53,98,96.61,23,7.3,76,0,0,63,0,0
STU_13299,2,3.58,92.55,54,83.87,13,7.4,59,50,20,81,1,0
STU_13300,2,3.96,86.02,95,80.97,30,16.7,46,15,20,78,1,0
STU_13301,7,2.95,67.72,65,78.57,15,18.8,89,0,0,30,0,1
STU_13302,7,3.39,71.4,59,78.6,48,19.6,49,30,0,52,0,0
STU_13303,2,2.57,70.61,74,88.94,28,10.6,65,15,0,30,0,1
STU_13304,2,3.32,54.85,89,82.2,41,1.2,14,15,20,37,0,1
STU_13305,4,3.49,87.65,90,78.72,44,6.7,85,0,0,37,0,1
STU_13306,1,3.35,95.18,58,74.25,24,8.1,12,0,20,55,1,0
STU_13307,8,3.69,81.46,64,90.82,82,3.7,72,15,40,96,0,0
STU_13308,2,2.93,51.56,46,72.26,96,4.4,48,0,20,31,0,1
STU_13309,8,03.03,90.21,69,70.91,85,5.8,53,30,0,31,0,1
STU_13310,4,3.28,92.85,81,93.4,75,12.7,3,0,20,93,1,0
STU_13311,2,2.77,82.58,42,88.12,13,4.6,19,0,0,46,1,0
STU_13312,3,3.87,88.76,65,66.8,86,16.6,66,15,20,51,0,0
STU_13313,2,3.58,78.49,45,70.45,14,11.1,13,30,40,48,0,0
STU_13314,7,3.57,63.22,88,66.05,33,12.9,70,15,0,87,0,0
STU_13315,6,3.69,66.36,44,88.09,24,14.9,57,30,0,81,1,1
STU_13316,6,3.38,73.67,96,75.87,99,6.9,95,30,0,40,0,0
STU_13317,2,2.87,79.75,68,76.83,42,6.4,7,30,0,32,0,1
STU_13318,5,3.29,59.05,97,78.95,76,10.3,13,0,40,81,1,0
STU_13319,3,3.87,84.6,99,97.76,14,8.2,77,30,0,77,0,0
STU_13320,1,3.34,80.16,48,97.6,26,7.6,67,15,0,63,0,0
STU_13321,2,2.65,79.71,88,81.65,74,5.9,83,0,20,98,0,0
STU_13322,8,3.62,93.69,71,91.64,73,7.0,72,30,0,66,1,0
